,ds,y,CPI
132,2012-07-12,18.232616424560547,229.104
133,2012-07-13,18.417404174804688,229.104
134,2012-07-16,18.476469039916992,229.104
135,2012-07-17,18.47738075256348,229.104
136,2012-07-18,18.45666885375977,229.104
137,2012-07-19,18.702043533325195,229.104
138,2012-07-20,18.39699935913086,229.104
139,2012-07-23,18.382692337036133,229.104
140,2012-07-24,18.29410743713379,229.104
141,2012-07-25,17.50409698486328,229.104
142,2012-07-26,17.501358032226562,229.104
143,2012-07-27,17.814315795898438,229.104
144,2012-07-30,18.114791870117188,229.104
145,2012-07-31,18.593664169311523,229.104
146,2012-08-01,18.47341537475586,230.379
147,2012-08-02,18.503252029418945,230.379
148,2012-08-03,18.744064331054688,230.379
149,2012-08-06,18.952598571777344,230.379
150,2012-08-07,18.902664184570312,230.379
151,2012-08-08,18.87070846557617,230.379
152,2012-08-09,18.97831916809082,230.379
153,2012-08-10,19.00798225402832,230.379
154,2012-08-13,19.26175117492676,230.379
155,2012-08-14,19.313417434692383,230.379
156,2012-08-15,19.287128448486328,230.379
157,2012-08-16,19.45559310913086,230.379
158,2012-08-17,19.81545066833496,230.379
159,2012-08-20,20.3364315032959,230.379
160,2012-08-21,20.05850982666016,230.379
161,2012-08-22,20.45016860961914,230.379
162,2012-08-23,20.25938606262207,230.379
163,2012-08-24,20.277421951293945,230.379
164,2012-08-27,20.65838050842285,230.379
165,2012-08-28,20.631467819213867,230.379
166,2012-08-29,20.59081077575684,230.379
167,2012-08-30,20.29729461669922,230.379
168,2012-08-31,20.339183807373047,230.379
169,2012-09-04,20.63667106628418,231.407
170,2012-09-05,20.49175262451172,231.407
171,2012-09-06,20.676416397094727,231.407
172,2012-09-07,20.80391311645508,231.407
173,2012-09-10,20.26275062561035,231.407
174,2012-09-11,20.197019577026367,231.407
175,2012-09-12,20.47829818725586,231.407
176,2012-09-13,20.881568908691406,231.407
177,2012-09-14,21.13533973693848,231.407
178,2012-09-17,21.39521789550781,231.407
179,2012-09-18,21.460336685180664,231.407
180,2012-09-19,21.46615219116211,231.407
181,2012-09-20,21.36219787597656,231.407
182,2012-09-21,21.404691696166992,231.407
183,2012-09-24,21.12035179138184,231.407
184,2012-09-25,20.592947006225582,231.407
185,2012-09-26,20.33734703063965,231.407
186,2012-09-27,20.8308162689209,231.407
187,2012-09-28,20.39605140686035,231.407
188,2012-10-01,20.16032600402832,231.317
189,2012-10-02,20.21902847290039,231.317
190,2012-10-03,20.52904891967773,231.317
191,2012-10-04,20.38687515258789,231.317
192,2012-10-05,19.952415466308597,231.317
193,2012-10-08,19.51154136657715,231.317
194,2012-10-09,19.440603256225582,231.317
195,2012-10-10,19.595314025878903,231.317
196,2012-10-11,19.20366096496582,231.317
197,2012-10-12,19.25288772583008,231.317
198,2012-10-15,19.407285690307617,231.317
199,2012-10-16,19.8668155670166,231.317
200,2012-10-17,19.708444595336918,231.317
201,2012-10-18,19.34246635437012,231.317
202,2012-10-19,18.64537239074707,231.317
203,2012-10-22,19.38495635986328,231.317
204,2012-10-23,18.75299835205078,231.317
205,2012-10-24,18.85909080505371,231.317
206,2012-10-25,18.636201858520508,231.317
207,2012-10-26,18.46681785583496,231.317
208,2012-10-31,18.201435089111328,231.317
209,2012-11-01,18.23873710632324,230.221
210,2012-11-02,17.635196685791016,230.221
211,2012-11-05,17.87428855895996,230.221
212,2012-11-06,17.82017707824707,230.221
213,2012-11-07,17.138324737548828,230.221
214,2012-11-08,16.51637077331543,230.221
215,2012-11-09,16.802316665649414,230.221
216,2012-11-12,16.672395706176758,230.221
217,2012-11-13,16.674551010131836,230.221
218,2012-11-14,16.489652633666992,230.221
219,2012-11-15,16.143808364868164,230.221
220,2012-11-16,16.207082748413086,230.221
221,2012-11-19,17.37574577331543,230.221
222,2012-11-20,17.227706909179688,230.221
223,2012-11-21,17.251968383789062,230.221
224,2012-11-23,17.552959442138672,230.221
225,2012-11-26,18.106733322143555,230.221
226,2012-11-27,17.960845947265625,230.221
227,2012-11-28,17.904327392578125,230.221
228,2012-11-29,18.10151481628418,230.221
229,2012-11-30,17.9761962890625,230.221
230,2012-12-03,18.004154205322266,229.601
231,2012-12-04,17.68657112121582,229.601
232,2012-12-05,16.548309326171875,229.601
233,2012-12-06,16.807846069335938,229.601
234,2012-12-07,16.378158569335938,229.601
235,2012-12-10,16.272815704345703,229.601
236,2012-12-11,16.628171920776367,229.601
237,2012-12-12,16.554765701293945,229.601
238,2012-12-13,16.268817901611328,229.601
239,2012-12-14,15.65761661529541,229.601
240,2012-12-17,15.935266494750977,229.601
241,2012-12-18,16.398122787475586,229.601
242,2012-12-19,16.165006637573242,229.601
243,2012-12-20,16.02434539794922,229.601
244,2012-12-21,15.9506254196167,229.601
245,2012-12-24,15.97641944885254,229.601
246,2012-12-26,15.756202697753906,229.601
247,2012-12-27,15.819475173950195,229.601
248,2012-12-28,15.651473999023438,229.601
249,2012-12-31,16.34499168395996,229.601
250,2013-01-02,16.862825393676758,230.28
251,2013-01-03,16.649974822998047,230.28
252,2013-01-04,16.186201095581055,230.28
253,2013-01-07,16.09099006652832,230.28
254,2013-01-08,16.134292602539062,230.28
255,2013-01-09,15.88213062286377,230.28
256,2013-01-10,16.079008102416992,230.28
257,2013-01-11,15.98041534423828,230.28
258,2013-01-14,15.41067123413086,230.28
259,2013-01-15,14.92446994781494,230.28
260,2013-01-16,15.543973922729492,230.28
261,2013-01-17,15.439239501953123,230.28
262,2013-01-18,15.356922149658203,230.28
263,2013-01-22,15.503427505493164,230.28
264,2013-01-23,15.787226676940918,230.28
265,2013-01-24,13.836590766906738,230.28
266,2013-01-25,13.51040744781494,230.28
267,2013-01-28,13.816011428833008,230.28
268,2013-01-29,14.07523250579834,230.28
269,2013-01-30,14.031007766723633,230.28
270,2013-01-31,13.989853858947754,230.28
271,2013-02-01,13.932416915893556,232.166
272,2013-02-04,13.585349082946776,232.166
273,2013-02-05,14.062031745910645,232.166
274,2013-02-06,14.04698085784912,232.166
275,2013-02-07,14.464646339416504,232.166
276,2013-02-08,14.67348575592041,232.166
277,2013-02-11,14.82640552520752,232.166
278,2013-02-12,14.454767227172852,232.166
279,2013-02-13,14.427270889282228,232.166
280,2013-02-14,14.414299011230469,232.166
281,2013-02-15,14.215656280517578,232.166
282,2013-02-19,14.210400581359863,232.166
283,2013-02-20,13.866254806518556,232.166
284,2013-02-21,13.780062675476074,232.166
285,2013-02-22,13.926804542541504,232.166
286,2013-02-25,13.679353713989258,232.166
287,2013-02-26,13.869961738586426,232.166
288,2013-02-27,13.73403549194336,232.166
289,2013-02-28,13.63610553741455,232.166
290,2013-03-01,13.29844856262207,232.773
291,2013-03-04,12.97654151916504,232.773
292,2013-03-05,13.319141387939451,232.773
293,2013-03-06,13.14985179901123,232.773
294,2013-03-07,13.301844596862791,232.773
295,2013-03-08,13.337059020996094,232.773
296,2013-03-11,13.527052879333496,232.773
297,2013-03-12,13.23542594909668,232.773
298,2013-03-13,13.232952117919922,232.773
299,2013-03-14,13.361159324645996,232.773
300,2013-03-15,13.705923080444336,232.773
301,2013-03-18,14.07848834991455,232.773
302,2013-03-19,14.040493965148926,232.773
303,2013-03-20,13.966038703918455,232.773
304,2013-03-21,13.986120223999023,232.773
305,2013-03-22,14.269719123840332,232.773
306,2013-03-25,14.321308135986328,232.773
307,2013-03-26,14.245930671691896,232.773
308,2013-03-27,13.966038703918455,232.773
309,2013-03-28,13.675031661987305,232.773
310,2013-04-01,13.25025463104248,232.531
311,2013-04-02,13.27743911743164,232.531
312,2013-04-03,13.345401763916016,232.531
313,2013-04-04,13.21349048614502,232.531
314,2013-04-05,13.073857307434082,232.531
315,2013-04-08,13.16684341430664,232.531
316,2013-04-09,13.190629959106444,232.531
317,2013-04-10,13.459705352783203,232.531
318,2013-04-11,13.41769027709961,232.531
319,2013-04-12,13.277748107910156,232.531
320,2013-04-15,12.970364570617676,232.531
321,2013-04-16,13.167771339416504,232.531
322,2013-04-17,12.443641662597656,232.531
323,2013-04-18,12.111543655395508,232.531
324,2013-04-19,12.064586639404297,232.531
325,2013-04-22,12.31605339050293,232.531
326,2013-04-23,12.546513557434082,232.531
327,2013-04-24,12.5258150100708,232.531
328,2013-04-25,12.616024017333984,232.531
329,2013-04-26,12.88849639892578,232.531
330,2013-04-29,13.287633895874023,232.531
331,2013-04-30,13.678738594055176,232.531
332,2013-05-01,13.57091999053955,232.945
333,2013-05-02,13.763383865356444,232.945
334,2013-05-03,13.901165008544922,232.945
335,2013-05-06,14.232646942138672,232.945
336,2013-05-07,14.169312477111816,232.945
337,2013-05-08,14.329339981079102,232.945
338,2013-05-09,14.20432949066162,232.945
339,2013-05-10,14.08615779876709,232.945
340,2013-05-13,14.141201972961426,232.945
341,2013-05-14,13.802865982055664,232.945
342,2013-05-15,13.336092948913574,232.945
343,2013-05-16,13.51427936553955,232.945
344,2013-05-17,13.473231315612791,232.945
345,2013-05-20,13.773942947387695,232.945
346,2013-05-21,13.672255516052246,232.945
347,2013-05-22,13.724806785583496,232.945
348,2013-05-23,13.74937629699707,232.945
349,2013-05-24,13.842978477478027,232.945
350,2013-05-28,13.727604866027832,232.945
351,2013-05-29,13.836758613586426,232.945
352,2013-05-30,14.042933464050291,232.945
353,2013-05-31,13.98540210723877,232.945
354,2013-06-03,14.016193389892578,233.504
355,2013-06-04,13.97234344482422,233.504
356,2013-06-05,13.841732025146484,233.504
357,2013-06-06,13.63493537902832,233.504
358,2013-06-07,13.73911190032959,233.504
359,2013-06-10,13.648308753967283,233.504
360,2013-06-11,13.608194351196287,233.504
361,2013-06-12,13.439956665039062,233.504
362,2013-06-13,13.5571928024292,233.504
363,2013-06-14,13.373409271240234,233.504
364,2013-06-17,13.43404769897461,233.504
365,2013-06-18,13.42689609527588,233.504
366,2013-06-19,13.154173851013184,233.504
367,2013-06-20,12.96261215209961,233.504
368,2013-06-21,12.858747482299805,233.504
369,2013-06-24,12.51792049407959,233.504
370,2013-06-25,12.52072048187256,233.504
371,2013-06-26,12.37891674041748,233.504
372,2013-06-27,12.24551010131836,233.504
373,2013-06-28,12.33102798461914,233.504
374,2013-07-01,12.725652694702148,233.596
375,2013-07-02,13.013923645019531,233.596
376,2013-07-03,13.085759162902832,233.596
377,2013-07-05,12.9806489944458,233.596
378,2013-07-08,12.906949996948242,233.596
379,2013-07-09,13.133954048156738,233.596
380,2013-07-10,13.08358383178711,233.596
381,2013-07-11,13.287578582763672,233.596
382,2013-07-12,13.263324737548828,233.596
383,2013-07-15,13.292242050170898,233.596
384,2013-07-16,13.37807559967041,233.596
385,2013-07-17,13.381492614746094,233.596
386,2013-07-18,13.42658519744873,233.596
387,2013-07-19,13.21481227874756,233.596
388,2013-07-22,13.257105827331545,233.596
389,2013-07-23,13.02947235107422,233.596
390,2013-07-24,13.698684692382812,233.596
391,2013-07-25,13.63617992401123,233.596
392,2013-07-26,13.713613510131836,233.596
393,2013-07-29,13.925078392028809,233.596
394,2013-07-30,14.097044944763184,233.596
395,2013-07-31,14.072474479675291,233.596
396,2013-08-01,14.201533317565918,233.877
397,2013-08-02,14.38376235961914,233.877
398,2013-08-05,14.59864616394043,233.877
399,2013-08-06,14.468035697937012,233.877
400,2013-08-07,14.459638595581056,233.877
401,2013-08-08,14.43083953857422,233.877
402,2013-08-09,14.225493431091309,233.877
403,2013-08-12,14.629612922668455,233.877
404,2013-08-13,15.324849128723145,233.877
405,2013-08-14,15.604375839233398,233.877
406,2013-08-15,15.585906982421877,233.877
407,2013-08-16,15.72426986694336,233.877
408,2013-08-19,15.8936185836792,233.877
409,2013-08-20,15.684828758239746,233.877
410,2013-08-21,15.72520351409912,233.877
411,2013-08-22,15.74398422241211,233.877
412,2013-08-23,15.68325901031494,233.877
413,2013-08-26,15.744300842285156,233.877
414,2013-08-27,15.29416847229004,233.877
415,2013-08-28,15.366477012634276,233.877
416,2013-08-29,15.391517639160156,233.877
417,2013-08-30,15.2512845993042,233.877
418,2013-09-03,15.293850898742676,234.149
419,2013-09-04,15.610321044921877,234.149
420,2013-09-05,15.503271102905272,234.149
421,2013-09-06,15.595609664916992,234.149
422,2013-09-09,15.84446620941162,234.149
423,2013-09-10,15.483550071716309,234.149
424,2013-09-11,14.64057159423828,234.149
425,2013-09-12,14.796456336975098,234.149
426,2013-09-13,14.55260944366455,234.149
427,2013-09-16,14.089954376220703,234.149
428,2013-09-17,14.252730369567873,234.149
429,2013-09-18,14.545724868774414,234.149
430,2013-09-19,14.784246444702148,234.149
431,2013-09-20,14.63117790222168,234.149
432,2013-09-23,15.358335494995115,234.149
433,2013-09-24,15.310129165649414,234.149
434,2013-09-25,15.07316780090332,234.149
435,2013-09-26,15.219976425170898,234.149
436,2013-09-27,15.111361503601074,234.149
437,2013-09-30,14.923545837402344,234.149
438,2013-10-01,15.274446487426758,233.546
439,2013-10-02,15.32453441619873,233.546
440,2013-10-03,15.1320219039917,233.546
441,2013-10-04,15.12012004852295,233.546
442,2013-10-07,15.267873764038086,233.546
443,2013-10-08,15.054705619812012,233.546
444,2013-10-09,15.231561660766602,233.546
445,2013-10-10,15.32703685760498,233.546
446,2013-10-11,15.426265716552734,233.546
447,2013-10-14,15.527373313903809,233.546
448,2013-10-15,15.610010147094728,233.546
449,2013-10-16,15.686079025268556,233.546
450,2013-10-17,15.792190551757812,233.546
451,2013-10-18,15.929614067077637,233.546
452,2013-10-21,16.31995964050293,233.546
453,2013-10-22,16.273317337036133,233.546
454,2013-10-23,16.432641983032227,233.546
455,2013-10-24,16.65020179748535,233.546
456,2013-10-25,16.46395492553711,233.546
457,2013-10-28,16.586654663085938,233.546
458,2013-10-29,16.1734619140625,233.546
459,2013-10-30,16.430770874023438,233.546
460,2013-10-31,16.361900329589844,233.546
461,2013-11-01,16.278324127197266,233.069
462,2013-11-04,16.48867416381836,233.069
463,2013-11-05,16.44797706604004,233.069
464,2013-11-06,16.401390075683594,233.069
465,2013-11-07,16.135963439941406,233.069
466,2013-11-08,16.39004898071289,233.069
467,2013-11-11,16.342504501342773,233.069
468,2013-11-12,16.372739791870117,233.069
469,2013-11-13,16.392255783081055,233.069
470,2013-11-14,16.629337310791016,233.069
471,2013-11-15,16.52953338623047,233.069
472,2013-11-18,16.32928466796875,233.069
473,2013-11-19,16.35824966430664,233.069
474,2013-11-20,16.21499252319336,233.069
475,2013-11-21,16.408315658569336,233.069
476,2013-11-22,16.366121292114258,233.069
477,2013-11-25,16.49017333984375,233.069
478,2013-11-26,16.79432487487793,233.069
479,2013-11-27,17.189783096313477,233.069
480,2013-11-29,17.508098602294922,233.069
481,2013-12-02,17.355716705322266,233.049
482,2013-12-03,17.830820083618164,233.049
483,2013-12-04,17.78925895690918,233.049
484,2013-12-05,17.880569458007812,233.049
485,2013-12-06,17.63246726989746,233.049
486,2013-12-09,17.834287643432617,233.049
487,2013-12-10,17.806581497192383,233.049
488,2013-12-11,17.674659729003906,233.049
489,2013-12-12,17.64884376525879,233.049
490,2013-12-13,17.456466674804688,233.049
491,2013-12-16,17.55312156677246,233.049
492,2013-12-17,17.474092483520508,233.049
493,2013-12-18,17.341228485107422,233.049
494,2013-12-19,17.14255142211914,233.049
495,2013-12-20,17.2861270904541,233.049
496,2013-12-23,17.949525833129883,233.049
497,2013-12-24,17.873327255249023,233.049
498,2013-12-26,17.754629135131836,233.049
499,2013-12-27,17.634668350219727,233.049
500,2013-12-30,17.45929527282715,233.049
501,2013-12-31,17.663951873779297,233.049
502,2014-01-02,17.4155330657959,233.916
503,2014-01-03,17.032983779907227,233.916
504,2014-01-06,17.125864028930664,233.916
505,2014-01-07,17.003389358520508,233.916
506,2014-01-08,17.111068725585938,233.916
507,2014-01-09,16.892559051513672,233.916
508,2014-01-10,16.77984619140625,233.916
509,2014-01-13,16.867692947387695,233.916
510,2014-01-14,17.203323364257812,233.916
511,2014-01-15,17.54871368408203,233.916
512,2014-01-16,17.45079231262207,233.916
513,2014-01-17,17.02322769165039,233.916
514,2014-01-21,17.287704467773438,233.916
515,2014-01-22,17.364530563354492,233.916
516,2014-01-23,17.511568069458008,233.916
517,2014-01-24,17.193239212036133,233.916
518,2014-01-27,17.332725524902344,233.916
519,2014-01-28,15.947368621826172,233.916
520,2014-01-29,15.76632595062256,233.916
521,2014-01-30,15.73578643798828,233.916
522,2014-01-31,15.76159954071045,233.916
523,2014-02-03,15.790881156921388,234.781
524,2014-02-04,16.01946449279785,234.781
525,2014-02-05,16.13911247253418,234.781
526,2014-02-06,16.233182907104492,234.781
527,2014-02-07,16.46029281616211,234.781
528,2014-02-10,16.755170822143555,234.781
529,2014-02-11,16.975934982299805,234.781
530,2014-02-12,16.974668502807617,234.781
531,2014-02-13,17.24421501159668,234.781
532,2014-02-14,17.23027992248535,234.781
533,2014-02-18,17.293630599975586,234.781
534,2014-02-19,17.020599365234375,234.781
535,2014-02-20,16.823589324951172,234.781
536,2014-02-21,16.6367130279541,234.781
537,2014-02-24,16.709558486938477,234.781
538,2014-02-25,16.535673141479492,234.781
539,2014-02-26,16.386491775512695,234.781
540,2014-02-27,16.713356018066406,234.781
541,2014-02-28,16.668066024780273,234.781
542,2014-03-03,16.716218948364258,236.293
543,2014-03-04,16.826435089111328,236.293
544,2014-03-05,16.86191177368164,236.293
545,2014-03-06,16.810914993286133,236.293
546,2014-03-07,16.801097869873047,236.293
547,2014-03-10,16.81631088256836,236.293
548,2014-03-11,16.980056762695312,236.293
549,2014-03-12,16.99652862548828,236.293
550,2014-03-13,16.807750701904297,236.293
551,2014-03-14,16.618974685668945,236.293
552,2014-03-17,16.68390655517578,236.293
553,2014-03-18,16.831504821777344,236.293
554,2014-03-19,16.827077865600586,236.293
555,2014-03-20,16.74598503112793,236.293
556,2014-03-21,16.87806510925293,236.293
557,2014-03-24,17.0782470703125,236.293
558,2014-03-25,17.2619571685791,236.293
559,2014-03-26,17.096933364868164,236.293
560,2014-03-27,17.023448944091797,236.293
561,2014-03-28,17.00444793701172,236.293
562,2014-03-31,17.000646591186523,236.293
563,2014-04-01,17.156158447265625,237.072
564,2014-04-02,17.184669494628906,237.072
565,2014-04-03,17.065580368041992,237.072
566,2014-04-04,16.844806671142578,237.072
567,2014-04-07,16.5803279876709,237.072
568,2014-04-08,16.579381942749023,237.072
569,2014-04-09,16.79729652404785,237.072
570,2014-04-10,16.58064842224121,237.072
571,2014-04-11,16.458065032958984,237.072
572,2014-04-14,16.523639678955078,237.072
573,2014-04-15,16.405811309814453,237.072
574,2014-04-16,16.439062118530273,237.072
575,2014-04-17,16.62689208984375,237.072
576,2014-04-21,16.824216842651367,237.072
577,2014-04-22,16.84100914001465,237.072
578,2014-04-23,16.62087059020996,237.072
579,2014-04-24,17.983484268188477,237.072
580,2014-04-25,18.115562438964844,237.072
581,2014-04-28,18.81713485717773,237.072
582,2014-04-29,18.761394500732425,237.072
583,2014-04-30,18.6904411315918,237.072
584,2014-05-01,18.734474182128903,237.9
585,2014-05-02,18.769311904907227,237.9
586,2014-05-05,19.034740447998047,237.9
587,2014-05-06,18.82727813720703,237.9
588,2014-05-07,18.761394500732425,237.9
589,2014-05-08,18.72794914245605,237.9
590,2014-05-09,18.64991569519043,237.9
591,2014-05-12,18.88210868835449,237.9
592,2014-05-13,18.91172981262207,237.9
593,2014-05-14,18.915233612060547,237.9
594,2014-05-15,18.75438690185547,237.9
595,2014-05-16,19.03117179870605,237.9
596,2014-05-19,19.25667381286621,237.9
597,2014-05-20,19.26049423217773,237.9
598,2014-05-21,19.311458587646484,237.9
599,2014-05-22,19.3420352935791,237.9
600,2014-05-23,19.560529708862305,237.9
601,2014-05-27,19.92680931091309,237.9
602,2014-05-28,19.875213623046875,237.9
603,2014-05-29,20.237363815307617,237.9
604,2014-05-30,20.16155815124512,237.9
605,2014-06-02,20.02301025390625,238.343
606,2014-06-03,20.306156158447266,238.343
607,2014-06-04,20.53803825378418,238.343
608,2014-06-05,20.618614196777344,238.343
609,2014-06-06,20.56192398071289,238.343
610,2014-06-09,20.89093589782715,238.343
611,2014-06-10,21.013559341430664,238.343
612,2014-06-11,20.926612854003903,238.343
613,2014-06-12,20.57657241821289,238.343
614,2014-06-13,20.35138702392578,238.343
615,2014-06-16,20.556501388549805,238.343
616,2014-06-17,20.52975082397461,238.343
617,2014-06-18,20.552051544189453,238.343
618,2014-06-19,20.48069953918457,238.343
619,2014-06-20,20.268896102905277,238.343
620,2014-06-23,20.251054763793945,238.343
621,2014-06-24,20.1284294128418,238.343
622,2014-06-25,20.14627265930176,238.343
623,2014-06-26,20.26666831970215,238.343
624,2014-06-27,20.50745391845703,238.343
625,2014-06-30,20.71925926208496,238.343
626,2014-07-01,20.85080337524414,238.25
627,2014-07-02,20.84188842773437,238.25
628,2014-07-03,20.964509963989254,238.25
629,2014-07-07,21.397045135498047,238.25
630,2014-07-08,21.258819580078125,238.25
631,2014-07-09,21.267732620239254,238.25
632,2014-07-10,21.1897029876709,238.25
633,2014-07-11,21.22983169555664,238.25
634,2014-07-14,21.504070281982425,238.25
635,2014-07-15,21.25212287902832,238.25
636,2014-07-16,21.131723403930664,238.25
637,2014-07-17,20.754928588867188,238.25
638,2014-07-18,21.053699493408203,238.25
639,2014-07-21,20.94444274902344,238.25
640,2014-07-22,21.11835289001465,238.25
641,2014-07-23,21.669050216674805,238.25
642,2014-07-24,21.63338279724121,238.25
643,2014-07-25,21.77606773376465,238.25
644,2014-07-28,22.077062606811523,238.25
645,2014-07-29,21.93436622619629,238.25
646,2014-07-30,21.883092880249023,238.25
647,2014-07-31,21.314552307128903,238.25
648,2014-08-01,21.43271827697754,237.852
649,2014-08-04,21.31232643127441,237.852
650,2014-08-05,21.20753669738769,237.852
651,2014-08-06,21.171863555908203,237.852
652,2014-08-07,21.169626235961918,237.852
653,2014-08-08,21.227876663208008,237.852
654,2014-08-11,21.507963180541992,237.852
655,2014-08-12,21.50347900390625,237.852
656,2014-08-13,21.78803825378418,237.852
657,2014-08-14,21.84629440307617,237.852
658,2014-08-15,21.95384788513184,237.852
659,2014-08-18,22.218250274658203,237.852
660,2014-08-19,22.52521514892578,237.852
661,2014-08-20,22.5341739654541,237.852
662,2014-08-21,22.53641891479492,237.852
663,2014-08-22,22.702224731445312,237.852
664,2014-08-25,22.751510620117188,237.852
