Date,Open,High,Low,Close,Adj Close,Volume
2017-12-15,91.570000,92.269997,91.480003,91.889999,80.194702,15924000
2017-12-18,91.980003,93.139999,91.809998,91.879997,80.185982,7405700
2017-12-19,92.000000,92.129997,91.580002,91.680000,80.011436,5644400
2017-12-20,91.800003,91.970001,91.349998,91.529999,79.880516,6938500
2017-12-21,91.660004,92.080002,91.529999,91.669998,80.002693,4860400
2017-12-22,91.879997,92.430000,91.720001,92.129997,80.404167,4919400
2017-12-26,92.349998,92.769997,92.150002,92.480003,80.709625,3431900
2017-12-27,92.489998,92.750000,91.930000,92.099998,80.377983,4276700
2017-12-28,92.300003,92.540001,91.910004,92.070000,80.351799,3005400
2017-12-29,92.239998,92.459999,91.879997,91.879997,80.185982,4346700
2018-01-02,91.919998,91.930000,90.550003,90.650002,79.112526,7558900
2018-01-03,90.730003,91.089996,90.519997,90.540001,79.016525,5863600
2018-01-04,90.830002,91.769997,90.610001,91.180000,79.575050,6322500
2018-01-05,91.269997,91.300003,90.570000,91.239998,79.627434,5949700
2018-01-08,90.930000,91.769997,90.930000,91.720001,80.046349,4860700
2018-01-09,91.470001,91.650002,91.010002,91.050003,79.461617,6630100
2018-01-10,90.910004,90.910004,90.010002,90.470001,78.955437,6564700
2018-01-11,90.400002,90.519997,89.919998,90.150002,78.676170,5469700
2018-01-12,90.050003,90.339996,89.349998,89.610001,78.204887,8111000
2018-01-16,90.139999,90.769997,89.639999,90.220001,78.737251,9465300
2018-01-17,90.559998,91.730003,90.430000,91.199997,79.592506,8345500
2018-01-18,90.239998,90.650002,89.669998,90.180000,79.302338,7699800
2018-01-19,90.279999,91.260002,90.239998,91.070000,80.084991,9364000
2018-01-22,90.879997,91.919998,90.769997,91.889999,80.806068,8658000
2018-01-23,89.820000,90.209999,88.599998,89.050003,78.308624,18756300
2018-01-24,89.059998,89.160004,87.699997,88.309998,77.657898,15141900
2018-01-25,88.680000,89.050003,88.010002,88.339996,77.684280,11264400
2018-01-26,88.169998,88.169998,87.230003,87.730003,77.147850,11503100
2018-01-29,87.690002,87.739998,86.690002,86.860001,76.382797,11685800
2018-01-30,86.820000,87.440002,86.629997,86.949997,76.461937,9662900
2018-01-31,86.809998,87.410004,86.080002,86.339996,75.925514,11798100
2018-02-01,86.150002,86.500000,85.559998,85.849998,75.494629,8606300
2018-02-02,85.559998,85.610001,84.209999,84.250000,74.087631,12846300
2018-02-05,83.989998,84.370003,80.099998,81.059998,71.282402,17462200
2018-02-06,80.529999,82.449997,80.120003,82.379997,72.443184,19955500
2018-02-07,82.300003,83.389999,81.820000,81.839996,71.968307,11851800
2018-02-08,82.029999,82.220001,80.150002,80.220001,70.543724,14596100
2018-02-09,80.980003,81.029999,78.589996,79.919998,70.279907,18838800
2018-02-12,80.610001,81.669998,80.580002,81.330002,71.519852,10769000
2018-02-13,81.150002,81.830002,80.910004,81.500000,71.669327,9278700
2018-02-14,81.059998,81.260002,80.269997,80.680000,70.948242,9412000
2018-02-15,80.970001,82.410004,80.500000,82.410004,72.469551,8910700
2018-02-16,82.209999,83.250000,82.129997,82.599998,72.636650,10371700
2018-02-20,82.190002,82.220001,81.070000,81.339996,71.528625,7087700
2018-02-21,81.309998,81.809998,80.190002,80.239998,70.561325,9134500
2018-02-22,80.470001,81.279999,80.169998,80.839996,71.088943,10277700
2018-02-23,81.010002,81.120003,80.480003,81.050003,71.273613,10321800
2018-02-26,81.449997,81.690002,81.050003,81.629997,71.783638,9422200
2018-02-27,81.889999,82.000000,80.510002,80.540001,70.825127,8919600
2018-02-28,80.680000,80.790001,78.500000,78.519997,69.048790,16862000
2018-03-01,78.400002,79.279999,77.900002,78.699997,69.207062,13504200
2018-03-02,78.480003,79.660004,78.419998,79.500000,69.910568,9317700
