horizon,mse,rmse,mae,mape,mdape,smape,coverage
3 days,126.08177215605274,11.228613990874063,7.1273890816409695,0.05502073967046463,0.041239594639121836,0.055905765117136554,0.4039017199017199
4 days,130.5730525755225,11.426856635817328,7.217585610790218,0.055550188566405055,0.04135653868575352,0.0564869868045154,0.392987012987013
5 days,141.72171309262643,11.904692902071284,7.394819453590982,0.05559058391481203,0.042319072979273266,0.056750052718332764,0.38727272727272727
6 days,138.20330092355553,11.755990001848229,7.133087707148812,0.05426652342936744,0.03961405618666267,0.05534540067070806,0.4037641277641278
7 days,144.10123539759732,12.004217400463776,7.25618870581764,0.05541262193480574,0.039512089697442826,0.05648137597448644,0.40325307125307125
8 days,142.42329278472627,11.934123042131176,7.194902453077385,0.056727090294016715,0.038757664301452846,0.05777895428997763,0.3963036963036963
9 days,141.43977785479805,11.892845658411533,7.3045996684571906,0.05795580375824818,0.04089299965482464,0.05904187212320328,0.3796774193548387
10 days,137.98010877020494,11.746493466997073,7.377523257708105,0.059018360556664165,0.042365073385298394,0.06011886825676617,0.36869990224828936
11 days,143.34338119152397,11.972609623282803,7.599883449363082,0.06038958052661162,0.045116809363743175,0.06158525180307712,0.3417306757413709
12 days,159.68939014955788,12.636826743670971,7.8652226445850495,0.06143522088599769,0.044857527847969744,0.06285412648479616,0.3381818181818182
13 days,169.33705864419676,13.01295733660096,7.893470953927613,0.06119019075292288,0.043735078202237425,0.06267496837480778,0.34069169960474305
14 days,172.0730275541858,13.11766090254607,7.9257179818145795,0.06164432040106647,0.04385034543512237,0.06301197548748627,0.33454545454545453
15 days,165.13478085428613,12.850477845367703,7.963600907988409,0.0635191667530221,0.04930144155146938,0.06477871941544122,0.3079017199017199
16 days,160.78388798354447,12.680058674294235,8.071540222485652,0.06519234140441033,0.05095113887565103,0.06641289877355017,0.28674325674325674
17 days,154.83274210778248,12.443180546298542,8.120687632074784,0.0662289474700083,0.05219213551595436,0.06733762944150823,0.297697628458498
18 days,163.25864133274905,12.777270496187715,8.39260640504556,0.06751998990876378,0.05460320451158866,0.06868700816111273,0.2952628992628993
19 days,166.72795805417772,12.912318074388415,8.411273988619104,0.06760690555012992,0.0540709641283985,0.06887146884542625,0.2842757242757243
20 days,177.89718575189525,13.337810380714492,8.520800783583276,0.06706548724152114,0.05450802160095694,0.06862556036039057,0.2727272727272727
21 days,171.9797762455543,13.11410600252851,8.196343914246535,0.06549261388305436,0.0507719654045917,0.06693089879592631,0.2873415233415233
22 days,177.33443809313394,13.316697717269621,8.317778734117589,0.0666476535682187,0.05015361851301939,0.06805272430381692,0.296019656019656
23 days,173.26561478418057,13.16303972432586,8.200464907385056,0.06717492081373333,0.0502707227512493,0.06848797426269441,0.3014264188849824
24 days,170.4621592028223,13.056115777781013,8.260267256073838,0.06750033351838067,0.05118913500669689,0.06881411071643839,0.3020234604105572
25 days,164.92157716578154,12.842179611178997,8.285570589981957,0.06784056660585502,0.051623588335626,0.0691694377178645,0.29743890518084065
26 days,169.57411639132374,13.022062678060022,8.483533039550483,0.06932085204001677,0.05458335954189985,0.0707813228949921,0.2827710257656782
27 days,185.5957457237179,13.62335295453061,8.685724435570723,0.06999019924415917,0.05586776519830738,0.07170616480398838,0.2818181818181818
28 days,194.83734372866542,13.958414799993065,8.673738514081531,0.06964141116871389,0.05528901214218526,0.07139414714789959,0.29043478260869565
29 days,197.46792196761334,14.052327991034558,8.710993721190105,0.0699742949541911,0.05696066235758129,0.07158803561230447,0.2895652173913043
30 days,188.86013839628274,13.74263942611763,8.745004863808498,0.07160552502632361,0.06073346854714641,0.073067261477334,0.26291891891891894
