horizon,mse,rmse,mae,mape,mdape,smape,coverage
3 days,131.303774027461,11.458785888018896,5.959091270512096,0.07638123574091678,0.04699920004409996,0.07345934164269077,0.36947420147420146
4 days,132.3331473999228,11.503614536306525,6.011846132504018,0.0783424642513604,0.05086608718436575,0.07534455430386967,0.3532067932067932
5 days,134.246109081232,11.586462319501669,6.067786282141242,0.07906973859833842,0.05216754573447845,0.07615892584887768,0.35818181818181816
6 days,132.20752108755423,11.498152942431851,5.9453295211086665,0.07831914984381838,0.051126566238527134,0.07570016943889478,0.36915970515970514
7 days,135.5748685761582,11.643662163432868,5.962338456398805,0.07871891373495275,0.052017740420143496,0.07606671463784608,0.3630761670761671
8 days,134.97139784823705,11.61771913278321,5.940636222346818,0.07930130852153953,0.05297605434325751,0.07664897608650528,0.34018981018981015
9 days,143.7862232261097,11.991089326083335,6.247392722234033,0.08301367964445339,0.055041825258103055,0.0799743125851684,0.3109384164222874
10 days,147.53131258417596,12.146246851771783,6.418524772110598,0.08580162261756166,0.05756551451340377,0.08255589089965362,0.2993743890518084
11 days,148.39455748738078,12.18173048000081,6.473424024971669,0.08736685930950257,0.05936023865673354,0.08399374795919924,0.2992318911035488
12 days,145.14261610520296,12.04751493484042,6.428577874296588,0.08780220808242191,0.0616995060265024,0.084587283281472,0.2963636363636364
13 days,146.43046550670027,12.1008456525443,6.446996508176731,0.0892714281360196,0.06618670158949644,0.08605461355640671,0.28794466403162056
14 days,149.3918600422738,12.222596288934435,6.516188803010219,0.09078898801610194,0.06819144977928412,0.087659406943453,0.2636363636363636
15 days,154.92113361714217,12.446731844831485,6.583723167479015,0.09156763321611262,0.06556469929295393,0.08834725974892083,0.26414742014742015
16 days,160.13388098455053,12.654401644666986,6.722320299466446,0.09215694729344226,0.06496848244674273,0.08893515819919402,0.265014985014985
17 days,170.10218456924642,13.042322821079319,6.956026136966808,0.09478329745700519,0.06583979310323376,0.09109890558438695,0.26857707509881423
18 days,175.1013565010943,13.232586916438308,7.131777699724869,0.09760483600539532,0.07053189739447796,0.0935395518356788,0.25174447174447173
19 days,170.3715894307909,13.052646836208773,7.067758134421802,0.09829019456218059,0.07297332914886956,0.09433152443444112,0.23908091908091908
20 days,166.8734748020397,12.917951648850513,7.0171012770994245,0.09789315483568024,0.07286701122760138,0.09427602402234271,0.24181818181818182
21 days,159.1206694904665,12.614304161960996,6.770692674624272,0.09552109581144737,0.07056432636288956,0.09259297337968742,0.25987223587223585
22 days,166.33052759830065,12.896919306497217,6.8357458191262594,0.0958373778276587,0.07011495183023679,0.09276037628084592,0.26854054054054055
23 days,169.01217291636024,13.000468180660274,6.8535224174072304,0.09624756985038782,0.07020609229593286,0.092968517385834,0.26881968859869415
24 days,181.73818576356607,13.48103058981642,7.214081930350448,0.10008795771044939,0.07217617920437877,0.09605036783561419,0.25495601173020527
25 days,184.45082831588516,13.581267551885029,7.358193454300009,0.10236309668957629,0.07164205752397143,0.09798971016414532,0.2536656891495601
26 days,179.14117718784206,13.384363159591944,7.305368504330552,0.10315327757576301,0.07186577935046871,0.09889092195761055,0.24965483714146816
27 days,169.70069342397724,13.026921870648385,7.1506362112030395,0.10288695226806575,0.07599780474902523,0.09913327638767366,0.24545454545454545
28 days,165.83770471136742,12.877798907863387,7.075519474736621,0.10341623439538523,0.0792778290212485,0.1000868412117263,0.23772727272727273
29 days,172.78593208718954,13.14480627803961,7.203375277996102,0.1047560000414301,0.08069516762255603,0.1014417766839934,0.22590909090909092
30 days,182.58513738210252,13.512406794575957,7.333295271867967,0.10569245695854437,0.08071330896753953,0.1020343490484181,0.22811793611793613
