horizon,mse,rmse,mae,mape,mdape,smape,coverage
3 days,121.41972705104047,11.019061985987758,6.965582816065141,0.07178636346337694,0.04549954523106543,0.07366480213362518,0.4401670761670762
4 days,128.3853470160387,11.330725793877404,7.1854940795814,0.07506510911785556,0.04813358591626497,0.0765593022870035,0.43114885114885115
5 days,133.14831920844753,11.53899125610413,7.291154638964551,0.07698741639014106,0.0482121532694497,0.07812826363655549,0.4381818181818182
6 days,126.471291884687,11.24594557539236,7.1985586294419095,0.07639982450446973,0.049685422144960426,0.07780893522567435,0.4241769041769042
7 days,128.4422507271748,11.333236551275846,7.300429661682382,0.0774874856354018,0.05119105331636099,0.0788848599011278,0.41609828009828015
8 days,128.48893201871985,11.335295850515761,7.346595496274883,0.07768076116191927,0.05539445770010111,0.07950208289137126,0.4055444555444555
9 days,138.03605976728224,11.748874829841462,7.610120220901313,0.07912482886814502,0.05662042744858116,0.08149456836121141,0.406891495601173
10 days,142.2654222042133,11.927506956787463,7.801642750996741,0.0806403950850358,0.05875252906134522,0.0833432606445666,0.39964809384164224
11 days,152.9064863200603,12.365536232612815,8.062835785708868,0.08396610253278486,0.057305053261738945,0.0864491531995812,0.39293145357316484
12 days,159.08205240159575,12.612773382630632,8.1216979454895,0.08622801691378014,0.054938145662273605,0.08797664233774773,0.3981818181818182
13 days,164.46217186022372,12.824280559166807,8.13865600705739,0.08806247697562382,0.05542082517549689,0.08890409016373228,0.3985375494071146
14 days,168.1844936620997,12.968596441485088,8.154537713120746,0.08871033719797779,0.057508770157610176,0.08919962212946951,0.38727272727272727
15 days,170.69225996844517,13.064924797657474,8.218929926524906,0.08882134859172207,0.05970847379111732,0.0896652181738976,0.37347420147420146
16 days,164.9020471233634,12.841419202072775,8.160235418843305,0.08631034585545101,0.05998429434106378,0.08841690637795765,0.36842157842157847
17 days,158.82974016341848,12.602767162945543,8.218012749548791,0.08568115173790787,0.05996992437696186,0.08855538037862007,0.35569169960474306
18 days,161.34157116052754,12.702030198378822,8.398141671049352,0.08789354291832832,0.06066733586535347,0.09044045065203692,0.3495724815724816
19 days,168.58496004013946,12.98402711180701,8.557450183737108,0.09067129489550932,0.06123094082811319,0.09267064135112334,0.356983016983017
20 days,173.00300800752376,13.15306078475743,8.590187412818443,0.09184063639352212,0.06116934062264086,0.09332152106844963,0.3690909090909091
21 days,163.05133498270084,12.769155609620428,8.42515029871826,0.09053241352462436,0.06147713830505509,0.09233680529327545,0.35710073710073714
22 days,163.8431633225709,12.800123566691491,8.524756980710494,0.091493081006806,0.0622394629515169,0.09334749500799565,0.33666830466830466
23 days,161.54389317950984,12.709991863864817,8.53628566483586,0.09120267273719679,0.06578239299774895,0.09357478836795814,0.33043696634856856
24 days,170.81285217672718,13.069539095803156,8.766794046369858,0.09203866074245405,0.0672347606511598,0.09496978947071738,0.34548387096774197
25 days,173.81006661973203,13.183704586334299,8.882120461376761,0.09261216735294857,0.06885430879150045,0.09583718366662257,0.35573802541544475
26 days,184.4891037889195,13.582676606211292,9.066778308222876,0.09516274303031562,0.06911900556661463,0.09806767798430728,0.35952357802625184
27 days,189.90355633768792,13.780549928710679,9.058497011430848,0.09687014336794403,0.06680066729960374,0.09888329172351772,0.36363636363636365
28 days,194.53778750684623,13.947680362943734,9.063759676187345,0.09877055222973498,0.06627368191740533,0.09983592146026968,0.3538932806324111
29 days,197.2808604335448,14.045670522746317,9.07770028434689,0.09934101629943379,0.06834517142000057,0.10009795073060104,0.3370158102766798
30 days,198.80422332510906,14.09979515188462,9.13477332816827,0.09925365918357326,0.07020156807531125,0.10046013824014573,0.31953808353808355
