horizon,mse,rmse,mae,mape,mdape,smape,coverage
3 days,1311.208026768159,36.21060655068013,16.410360918609694,0.1678423702043465,0.11168383041551329,0.17469810859806992,0.33516461916461915
4 days,1295.104791370795,35.987564398980865,16.015792168078136,0.16825494324778714,0.11022260426319717,0.1745596660713619,0.3424375624375624
5 days,1370.2190928197765,37.016470561356556,16.4818452930596,0.1716481333449921,0.11129877572084437,0.17821416438128598,0.32727272727272727
6 days,1356.689349734342,36.833264174307736,16.3492817530151,0.17247083311325115,0.11617939801080798,0.1797205202300417,0.3055233415233415
7 days,1439.8049773409077,37.944762185852575,17.1266743609436,0.17843926348299893,0.12534354635552108,0.18673782006235518,0.2703685503685504
8 days,1480.4897896808081,38.47713333501871,17.27441291901399,0.179452679446121,0.127252678801385,0.1877459456329107,0.2774525474525475
9 days,1576.3360186353998,39.70309835057461,18.07102255932504,0.1836843976255179,0.12982745334456028,0.1920241334910927,0.2859237536656891
10 days,1565.519168435678,39.56664211726436,17.973644132714927,0.18620321971734832,0.12989893869600944,0.1944406351099848,0.3045356793743891
11 days,1537.334314155097,39.20885504774523,17.55601928412833,0.18612161614514,0.12754845464260936,0.19355043756347662,0.3191346621293146
12 days,1475.6979182575267,38.414813786578826,16.88651246927252,0.18510977676132245,0.12528272667629892,0.19251788998978256,0.3236363636363636
13 days,1490.4395708142295,38.60621155739358,16.82157676492637,0.18540766189463248,0.12777199566018643,0.1927951682248123,0.31328063241106724
14 days,1592.5384962690448,39.90662221071892,17.72156665153801,0.19280465994630638,0.1365331597230287,0.20163735171815833,0.28545454545454546
15 days,1743.318536567733,41.75306619360706,18.754420003216623,0.19980886254650376,0.1439215327127829,0.20793603604086933,0.2733071253071253
16 days,1859.1378488403134,43.11772082149419,19.63704497939424,0.2054187300078014,0.1469756438845014,0.21332854313076802,0.27042957042957044
17 days,1847.5512863350323,42.983151191310206,19.552352399253056,0.20839366556169978,0.1463930375804368,0.21522471156167589,0.26312252964426874
18 days,1859.8459416734686,43.12593119775466,19.486009265748514,0.2109643019803889,0.14556787442201483,0.2173275654459385,0.2663095823095823
19 days,1742.2145383651934,41.73984353546613,18.529932177793377,0.20718691577151171,0.14241910971077476,0.21371081435201997,0.2791208791208791
20 days,1743.197429844444,41.751615895009905,18.621751132781025,0.20722204458764565,0.14437656511591723,0.2153295299217524,0.27454545454545454
21 days,1639.689150976658,40.49307534599784,18.097891509486544,0.2049250133890095,0.1494086891865594,0.21538416442033667,0.24575921375921378
22 days,1830.995164322553,42.79012928611636,19.32831980310391,0.21470520144034774,0.1569677733678566,0.22436437657385805,0.2052874692874693
23 days,1952.0806136706585,44.18235636168196,19.798382624362006,0.21770629446090292,0.15815580684387387,0.2253738307342811,0.2130587644399799
24 days,2121.9113812236437,46.064209330277706,20.893931928675503,0.22362338067422605,0.1596157737221566,0.22951983414942032,0.2244574780058651
25 days,2077.1626570614294,45.57589995887552,20.60936196768064,0.22266440765437648,0.15934196980938792,0.22865270184707862,0.24793743890518086
26 days,1936.9009941810125,44.01023737928497,19.616461648697417,0.21762049961566643,0.1554855059772548,0.2243315328590802,0.2568303354399611
27 days,1770.8196407459684,42.08110788401333,18.457004054647985,0.21242841007231134,0.14616235350785695,0.22066163462141797,0.27090909090909093
28 days,1702.1633963634438,41.2572829493587,18.056834440947444,0.20998918576804512,0.14830501047605532,0.21976924819517218,0.2613142292490119
29 days,1912.7890385538522,43.73544373335947,19.445816002690755,0.22126430095927854,0.1696960287619384,0.23039669448614167,0.23686758893280632
30 days,2160.163208968776,46.47755597026134,20.858204996972994,0.23095203230524725,0.1702064318427154,0.23726881369797484,0.20465847665847667
